Time,TC,Current,Voltage
0,10122075232526,79.8000030517578,12.4099998474121
0.15,10122075232526,114.300003051758,22.3700008392334
0.3,10122075232526,179.100006103516,20.0799999237061
0.53,10122075232526,198.800003051758,17.3400001525879
0.68,10122075232526,196.5,16.5599994659424
0.76,10122075232526,194.800003051758,19.1000003814697
0.99,10122075232526,196.199996948242,17.6499996185303
1.06,10122075232526,196.800003051758,14.6000003814697
1.29,10122075232526,199,17.8199996948242
1.52,10122075232526,195.100006103516,17.1800003051758
1.67,10122075232526,195.600006103516,17.2199993133545
1.82,10122075232526,192.199996948242,19.2000007629395
1.97,10122075232526,198.699996948242,16.5699996948242
2.12,10122075232526,188.899993896484,20.8199996948242
2.35,10122075232526,190.100006103516,20.2900009155273
2.5,10122075232526,188.100006103516,20.5900001525879
2.65,10122075232526,189,20.2999992370605
2.8,10122075232526,187.100006103516,20.3099994659424
2.95,10122075232526,195.100006103516,17.5100002288818
3.03,10122075232526,190.800003051758,19.5100002288818
3.33,10122075232526,186,21.2800006866455
3.56,10122075232526,189.5,21.1200008392334
3.64,10122075232526,189.699996948242,20.8299999237061
3.71,10122075232526,204.100006103516,17.2700004577637
3.86,10122075232526,190.199996948242,21.8799991607666
3.94,10122075232526,189.899993896484,21.7199993133545
4.09,10122075232526,188.600006103516,20.5400009155273
4.32,10122075232526,186.699996948242,20.7900009155273
4.55,10122075232526,185.899993896484,20.9200000762939
4.63,10122075232526,187.5,19.3799991607666
4.86,10122075232526,189.699996948242,17.6800003051758
4.94,10122075232526,193.300003051758,18.1100006103516
5.09,10122075232526,186.300003051758,20.7700004577637
5.32,10122075232526,187.300003051758,20.1900005340576
5.4,10122075232526,193.699996948242,17.7000007629395
5.55,10122075232526,186.899993896484,18.7600002288818
5.62,10122075232526,194.199996948242,17.8999996185303
5.7,10122075232526,194.300003051758,17.6100006103516
5.93,10122075232526,195.600006103516,16.6599998474121
6,10122075232526,194.5,17.4899997711182
6.31,10122075232526,194.600006103516,17.5599994659424
6.46,10122075232526,191.600006103516,18.6499996185303
6.54,10122075232526,193.899993896484,18.8799991607666
6.62,10122075232526,197.300003051758,17.9500007629395
7,10122075232526,192.199996948242,18.5499992370605
7.08,10122075232526,190.100006103516,19.6399993896484
7.31,10122075232526,191.899993896484,18.0599994659424
7.39,10122075232526,184.600006103516,19.7800006866455
7.47,10122075232526,188.399993896484,17.8999996185303
7.62,10122075232526,190.199996948242,17.4799995422363
7.7,10122075232526,186.199996948242,17.9099998474121
8,10122075232526,186.600006103516,18.2900009155273
8.08,10122075232526,186.199996948242,18.6299991607666
8.31,10122075232526,188.399993896484,17.2600002288818
8.46,10122075232526,187,18.1200008392334
8.53,10122075232526,188.199996948242,18.6299991607666
8.61,10122075232526,194,17.9400005340576
8.69,10122075232526,190.699996948242,17.2900009155273
8.92,10122075232526,191.199996948242,18.1599998474121
9,10122075232526,188.800003051758,15.9499998092651
9.08,10122075232526,195,17.1800003051758
9.31,10122075232526,190.5,18.5200004577637
9.46,10122075232526,187.199996948242,18.6900005340576
9.54,10122075232526,187.800003051758,18.2099990844727
9.62,10122075232526,187,19.1399993896484
9.77,10122075232526,183.399993896484,20.1900005340576
9.92,10122075232526,191.5,18.0200004577637
10,10122075232526,182.300003051758,20.4799995422363
10.3,10122075232526,193.399993896484,14.4700002670288
10.45,10122075232526,191.899993896484,17.7000007629395
10.53,10122075232526,191.699996948242,16.6299991607666
10.61,10122075232526,197.5,15.3599996566772
10.76,10122075232526,191.100006103516,18.3700008392334
10.91,10122075232526,187.399993896484,17.9599990844727
11.06,10122075232526,189.399993896484,18.1499996185303
11.29,10122075232526,187.699996948242,19.6499996185303
11.44,10122075232526,185.300003051758,20.7600002288818
11.59,10122075232526,184.300003051758,20.9699993133545
11.74,10122075232526,185.5,20.9099998474121
11.97,10122075232526,187.5,20.3600006103516
12.12,10122075232526,188.5,20.6900005340576
12.27,10122075232526,200.600006103516,16.3600006103516
12.42,10122075232526,195.300003051758,19.6700000762939
12.57,10122075232526,191.199996948242,20.25
12.72,10122075232526,196.800003051758,16.25
12.95,10122075232526,195.899993896484,16.7900009155273
13.03,10122075232526,197.300003051758,15.7799997329712
13.11,10122075232526,198.300003051758,16.4699993133545
13.26,10122075232526,189.199996948242,18.8299999237061
13.41,10122075232526,192,18.4899997711182
13.56,10122075232526,187.600006103516,18.8600006103516
13.64,10122075232526,192.899993896484,19.2999992370605
13.72,10122075232526,191.5,20.7199993133545
13.95,10122075232526,193.399993896484,20.6800003051758
14.03,10122075232526,193.5,21.7199993133545
14.1,10122075232526,197.5,21.0200004577637
14.25,10122075232526,200.100006103516,21.6100006103516
14.48,10122075232526,193.5,21.5
14.55,10122075232526,191.399993896484,20.6599998474121
14.7,10122075232526,189.300003051758,20.6399993896484
14.78,10122075232526,188.300003051758,21.5499992370605
14.86,10122075232526,189.5,20.7199993133545
15.01,10122075232526,194.100006103516,19.0100002288818
15.09,10122075232526,192.100006103516,18.8700008392334
15.16,10122075232526,196.800003051758,16.9599990844727
15.47,10122075232526,197.899993896484,17.4799995422363
15.55,10122075232526,200.199996948242,18.2000007629395
15.7,10122075232526,200.199996948242,16.6700000762939
15.93,10122075232526,164.800003051758,13.0299997329712
16.16,10122075232526,57.0999984741211,13.3800001144409
16.39,10122075232526,45.5999984741211,13.8400001525879
16.47,10122075232526,74.1999969482422,8.23999977111816
16.55,10122075232526,49.4000015258789,4.25
16.78,10122075232526,18.7000007629395,8.03999996185303
16.86,10122075232526,0,0.00999999977648258
0,10122075232614,82.5999984741211,8.51000022888184
0.15,10122075232614,123.599998474121,22.4899997711182
0.22,10122075232614,183.300003051758,19.9699993133545
0.37,10122075232614,196.699996948242,19.1800003051758
0.52,10122075232614,200,18.2700004577637
0.9,10122075232614,197.800003051758,18.0799999237061
0.97,10122075232614,193,18.7099990844727
1.2,10122075232614,195.800003051758,17.3299999237061
1.43,10122075232614,195.199996948242,16.8400001525879
1.51,10122075232614,198.800003051758,16.3999996185303
1.74,10122075232614,192.399993896484,19.9400005340576
1.89,10122075232614,192.399993896484,21.3700008392334
1.97,10122075232614,190.100006103516,21.6399993896484
2.2,10122075232614,187.300003051758,21.7999992370605
2.43,10122075232614,189.399993896484,20.6499996185303
2.5,10122075232614,192.300003051758,21.5300006866455
2.88,10122075232614,188.600006103516,21.6900005340576
2.96,10122075232614,188.399993896484,21.2999992370605
3.19,10122075232614,186.600006103516,21.9400005340576
3.49,10122075232614,186.699996948242,21.9099998474121
3.72,10122075232614,189.399993896484,21.8700008392334
3.87,10122075232614,187.399993896484,21.5200004577637
4.02,10122075232614,190,21.2299995422363
4.17,10122075232614,187.600006103516,21.6800003051758
4.4,10122075232614,188.5,21.5900001525879
4.48,10122075232614,189.199996948242,21.6599998474121
4.86,10122075232614,187.5,21.5
5.01,10122075232614,188.300003051758,21.1100006103516
5.16,10122075232614,186.5,20.9899997711182
5.47,10122075232614,188.5,20.1900005340576
5.7,10122075232614,193,19
5.85,10122075232614,191.899993896484,18.8299999237061
5.93,10122075232614,197.100006103516,16.2199993133545
6.01,10122075232614,194.100006103516,18.7999992370605
6.16,10122075232614,191.800003051758,18.5300006866455
6.23,10122075232614,195.800003051758,17.0300006866455
6.46,10122075232614,195.100006103516,16.9599990844727
6.54,10122075232614,197.800003051758,16.2900009155273
6.84,10122075232614,196.600006103516,16.8600006103516
6.92,10122075232614,201.300003051758,16.5100002288818
7.07,10122075232614,191.100006103516,19.1100006103516
7.15,10122075232614,194.699996948242,17.8299999237061
7.23,10122075232614,186.5,18.9799995422363
7.46,10122075232614,188.199996948242,18.8999996185303
7.54,10122075232614,188.300003051758,17.5599994659424
7.77,10122075232614,188.199996948242,18.7399997711182
7.85,10122075232614,183.100006103516,17.3199996948242
8,10122075232614,186.199996948242,19.1900005340576
8.15,10122075232614,179.300003051758,20.4200000762939
8.3,10122075232614,188.800003051758,19.2700004577637
8.45,10122075232614,181.5,21.3700008392334
8.52,10122075232614,180.600006103516,21.5300006866455
8.6,10122075232614,191.399993896484,17.4300003051758
8.83,10122075232614,185.199996948242,19.1900005340576
8.98,10122075232614,178.800003051758,22.0599994659424
9.06,10122075232614,185.100006103516,20.8500003814697
9.14,10122075232614,181.199996948242,22.0799999237061
9.29,10122075232614,180.100006103516,21.8400001525879
9.44,10122075232614,190.100006103516,17.7800006866455
9.52,10122075232614,183.899993896484,19.3099994659424
9.67,10122075232614,193.699996948242,16.0599994659424
9.82,10122075232614,188.5,18.1100006103516
9.97,10122075232614,188.300003051758,17.7399997711182
10.04,10122075232614,188.800003051758,19.8700008392334
10.12,10122075232614,188.800003051758,19.1900005340576
10.27,10122075232614,187.300003051758,21.0799999237061
10.5,10122075232614,185.600006103516,19.9400005340576
10.65,10122075232614,191.100006103516,18.7999992370605
10.8,10122075232614,188.699996948242,18.7199993133545
10.95,10122075232614,189.199996948242,17.25
11.1,10122075232614,187.5,19.9500007629395
11.17,10122075232614,182.300003051758,22.3099994659424
11.25,10122075232614,184.300003051758,21.5599994659424
11.48,10122075232614,181.699996948242,21.5
11.71,10122075232614,184.5,21.5
11.79,10122075232614,182.800003051758,21.0499992370605
11.94,10122075232614,186,21.7199993133545
12.02,10122075232614,186.199996948242,22.3099994659424
12.1,10122075232614,185.800003051758,21.7000007629395
12.25,10122075232614,190.100006103516,21.8899993896484
12.48,10122075232614,192.199996948242,21.5300006866455
12.71,10122075232614,191.600006103516,20.2900009155273
12.79,10122075232614,188,18.8600006103516
12.94,10122075232614,191.899993896484,16.8099994659424
13.02,10122075232614,199.300003051758,17.6299991607666
13.17,10122075232614,189.100006103516,19.1399993896484
13.25,10122075232614,195,16.7299995422363
13.48,10122075232614,189.399993896484,17.0799999237061
13.79,10122075232614,187,21.2600002288818
13.94,10122075232614,193.300003051758,21.25
14.02,10122075232614,197.5,21.8999996185303
14.1,10122075232614,195.5,21.9599990844727
14.33,10122075232614,194.899993896484,21.8899993896484
14.48,10122075232614,190.399993896484,21.2199993133545
14.78,10122075232614,190.100006103516,21.1700000762939
15.01,10122075232614,188.100006103516,21.1399993896484
15.09,10122075232614,197.800003051758,17.2900009155273
15.32,10122075232614,194,20.0900001525879
15.47,10122075232614,195.699996948242,18.3899993896484
15.55,10122075232614,200.300003051758,18.0300006866455
15.78,10122075232614,197.5,15.1899995803833
15.86,10122075232614,167.899993896484,8.97000026702881
15.94,10122075232614,113.599998474121,10.6499996185303
16.02,10122075232614,77.6999969482422,11.6300001144409
16.17,10122075232614,40,14.1099996566772
16.32,10122075232614,37.9000015258789,14.9099998474121
16.4,10122075232614,40.4000015258789,14.4799995422363
16.48,10122075232614,279.899993896484,24.2999992370605
16.63,10122075232614,348.899993896484,26.8799991607666
16.78,10122075232614,55.2999992370605,11.2299995422363
16.86,10122075232614,0,0
0,10122075232702,0,0
0.08,10122075232702,83.1999969482422,12.8999996185303
0.16,10122075232702,107.599998474121,21.5200004577637
0.24,10122075232702,139.899993896484,23.8799991607666
0.47,10122075232702,190,18.3500003814697
0.55,10122075232702,203.699996948242,16.9799995422363
0.7,10122075232702,194.899993896484,18.3099994659424
0.93,10122075232702,198.300003051758,18.1299991607666
1.08,10122075232702,199.199996948242,17.8899993896484
1.23,10122075232702,194.800003051758,18.4599990844727
1.46,10122075232702,193,19.3400001525879
1.61,10122075232702,199.199996948242,17.6499996185303
1.76,10122075232702,191.699996948242,20.6900005340576
1.91,10122075232702,193,19.9400005340576
2.06,10122075232702,189.800003051758,21.4200000762939
2.21,10122075232702,189.800003051758,21.2999992370605
2.44,10122075232702,189.199996948242,21.4200000762939
2.59,10122075232702,192.5,17.2099990844727
2.74,10122075232702,189.300003051758,18.2399997711182
2.89,10122075232702,184.100006103516,20.6000003814697
3.12,10122075232702,196.199996948242,15.8400001525879
3.2,10122075232702,195.5,20.4200000762939
3.43,10122075232702,188.399993896484,21.4599990844727
3.58,10122075232702,189.300003051758,21.7299995422363
3.81,10122075232702,189.899993896484,21.9200000762939
3.89,10122075232702,193.899993896484,21.6200008392334
3.96,10122075232702,190.5,21.5900001525879
4.04,10122075232702,187.300003051758,22.1900005340576
4.19,10122075232702,188.100006103516,21.8500003814697
4.27,10122075232702,189.300003051758,20.0900001525879
4.42,10122075232702,188.399993896484,21.1499996185303
4.57,10122075232702,187.800003051758,21.2399997711182
4.8,10122075232702,188.300003051758,21.5
5.1,10122075232702,187.300003051758,21.2999992370605
5.18,10122075232702,188.899993896484,21.0699996948242
5.33,10122075232702,187.199996948242,21.6900005340576
5.48,10122075232702,187.899993896484,20.3799991607666
5.63,10122075232702,188.5,20.8199996948242
5.86,10122075232702,190.300003051758,18.5
6.04,10122075232702,191.5,19.3799991607666
6.11,10122075232702,201,17.7399997711182
6.19,10122075232702,192.800003051758,19.2099990844727
6.34,10122075232702,194,17.3400001525879
6.42,10122075232702,197.100006103516,17.1000003814697
6.5,10122075232702,193.800003051758,19.3099994659424
6.65,10122075232702,191.100006103516,18.2399997711182
6.88,10122075232702,194.5,17.8999996185303
6.96,10122075232702,194.300003051758,20.6000003814697
7.11,10122075232702,189.699996948242,20.3999996185303
7.41,10122075232702,188.600006103516,20.4500007629395
7.49,10122075232702,190,18.7299995422363
7.64,10122075232702,183.399993896484,20.2900009155273
7.87,10122075232702,188.399993896484,18.9599990844727
8.02,10122075232702,186.699996948242,18.5300006866455
8.1,10122075232702,182,21.0400009155273
8.18,10122075232702,184.800003051758,20.8299999237061
8.41,10122075232702,186.5,19.9400005340576
8.49,10122075232702,186.899993896484,20.0900001525879
8.64,10122075232702,186.100006103516,20.4899997711182
8.87,10122075232702,192.199996948242,19
8.95,10122075232702,180.399993896484,21.1299991607666
9.1,10122075232702,187.5,20.0900001525879
9.18,10122075232702,187.600006103516,18.0799999237061
9.49,10122075232702,189.800003051758,18.7700004577637
9.64,10122075232702,190.699996948242,17.8199996948242
9.87,10122075232702,195,15.1099996566772
10.1,10122075232702,189.800003051758,15.7299995422363
10.18,10122075232702,193.399993896484,18.8400001525879
10.48,10122075232702,192.300003051758,18.5699996948242
10.63,10122075232702,192.899993896484,18.3099994659424
10.86,10122075232702,195.899993896484,18.7999992370605
11.01,10122075232702,188.100006103516,18.1399993896484
11.16,10122075232702,194.600006103516,18.8299999237061
11.47,10122075232702,186.399993896484,19.6000003814697
11.62,10122075232702,190.399993896484,19.8799991607666
11.85,10122075232702,190.899993896484,19.3600006103516
12,10122075232702,190.300003051758,20.5799999237061
12.08,10122075232702,193.199996948242,19.7099990844727
12.16,10122075232702,190.5,20.5200004577637
12.46,10122075232702,196.5,19.7700004577637
12.54,10122075232702,196.5,20.7399997711182
12.62,10122075232702,195.800003051758,19.5799999237061
12.85,10122075232702,198,18.1800003051758
13,10122075232702,195.800003051758,19.3099994659424
13.15,10122075232702,199.100006103516,16.1900005340576
13.46,10122075232702,194,19.1800003051758
13.61,10122075232702,191.100006103516,19.7900009155273
13.69,10122075232702,193.899993896484,18.6700000762939
13.84,10122075232702,192.699996948242,21.2399997711182
13.99,10122075232702,195.399993896484,21.25
14.07,10122075232702,201.5,20.7700004577637
14.15,10122075232702,202.600006103516,20.9500007629395
14.53,10122075232702,199.899993896484,21.6700000762939
14.61,10122075232702,192.199996948242,21.0499992370605
14.68,10122075232702,193.800003051758,21.1399993896484
14.83,10122075232702,193.399993896484,21.1900005340576
14.98,10122075232702,192.899993896484,21.2000007629395
15.13,10122075232702,191.699996948242,20.8099994659424
15.51,10122075232702,195.399993896484,19.5400009155273
15.66,10122075232702,201.699996948242,17.2700004577637
15.81,10122075232702,205.100006103516,16.4599990844727
15.88,10122075232702,150.399993896484,12.4499998092651
16.03,10122075232702,109.900001525879,10.9499998092651
16.11,10122075232702,60.2999992370605,13.5100002288818
16.19,10122075232702,35.7000007629395,15.2200002670288
16.42,10122075232702,36.7999992370605,15.039999961853
16.49,10122075232702,77.3000030517578,21.2399997711182
16.57,10122075232702,28.2000007629395,43.7599983215332
16.8,10122075232702,9.80000019073486,19.75
16.95,10122075232702,0,0.00999999977648258
0,10122075232750,0,0
0.46,10122075232750,111.599998474121,27.3700008392334
0.61,10122075232750,190.699996948242,18.8400001525879
0.76,10122075232750,204.100006103516,16.6299991607666
0.91,10122075232750,193.800003051758,18.4099998474121
1.29,10122075232750,202.600006103516,17.2000007629395
1.52,10122075232750,201.600006103516,16.8199996948242
1.6,10122075232750,203.600006103516,15.3800001144409
1.75,10122075232750,194.199996948242,20.5200004577637
1.9,10122075232750,191.600006103516,19.8500003814697
1.98,10122075232750,192.800003051758,19.6499996185303
2.28,10122075232750,191.899993896484,20.4099998474121
2.51,10122075232750,191.699996948242,20.2000007629395
2.59,10122075232750,202.100006103516,18.8799991607666
2.84,10122075232750,190.100006103516,21.3700008392334
2.92,10122075232750,190.300003051758,18.7999992370605
3.07,10122075232750,191.5,20.7999992370605
3.3,10122075232750,193.600006103516,20.1599998474121
3.53,10122075232750,191.899993896484,21.4799995422363
3.61,10122075232750,189.600006103516,21.8299999237061
3.84,10122075232750,188.899993896484,21.4699993133545
3.92,10122075232750,192.5,21.3099994659424
4,10122075232750,195.899993896484,20.8600006103516
4.08,10122075232750,194.699996948242,20.2900009155273
4.23,10122075232750,192.399993896484,21.7000007629395
4.31,10122075232750,183.399993896484,20.6100006103516
4.54,10122075232750,198.199996948242,17.2399997711182
4.62,10122075232750,191.5,20.6200008392334
4.85,10122075232750,185.699996948242,19.5200004577637
4.92,10122075232750,185.699996948242,17.9899997711182
5.15,10122075232750,187.899993896484,18.7299995422363
5.3,10122075232750,191,18.1499996185303
5.38,10122075232750,192.5,18.6299991607666
5.53,10122075232750,193.5,17.6800003051758
5.61,10122075232750,189.699996948242,20.4500007629395
5.84,10122075232750,192.800003051758,19.1599998474121
5.92,10122075232750,192.100006103516,18.8400001525879
6,10122075232750,198.800003051758,18.8600006103516
6.15,10122075232750,191.899993896484,18.75
6.3,10122075232750,189.399993896484,19.0900001525879
6.53,10122075232750,194.199996948242,17.2199993133545
6.68,10122075232750,194.899993896484,15.9700002670288
6.83,10122075232750,197.199996948242,17.8400001525879
6.91,10122075232750,194.699996948242,17.4899997711182
6.99,10122075232750,197,16.4200000762939
7.22,10122075232750,198.100006103516,17.0100002288818
7.37,10122075232750,197.5,16.6000003814697
7.6,10122075232750,196.199996948242,17.3500003814697
7.68,10122075232750,191.100006103516,19.1800003051758
7.83,10122075232750,186.300003051758,20.1100006103516
7.91,10122075232750,192.100006103516,18.3099994659424
8.06,10122075232750,189.100006103516,18.75
8.21,10122075232750,188.699996948242,18.7099990844727
8.36,10122075232750,188.800003051758,18.7900009155273
8.51,10122075232750,187.300003051758,18.4099998474121
8.66,10122075232750,193.100006103516,17.8899993896484
8.81,10122075232750,187.800003051758,18.0100002288818
8.89,10122075232750,192.399993896484,17.8700008392334
9.04,10122075232750,190.5,17.6800003051758
9.27,10122075232750,189.199996948242,16.9500007629395
9.35,10122075232750,189.100006103516,17.2800006866455
9.58,10122075232750,193.100006103516,16.5499992370605
9.73,10122075232750,190.300003051758,19.1900005340576
9.81,10122075232750,189.899993896484,17.0300006866455
9.89,10122075232750,188.699996948242,15.0200004577637
10.04,10122075232750,194.100006103516,17.4200000762939
10.27,10122075232750,187.199996948242,18.7199993133545
10.35,10122075232750,194.600006103516,18.25
10.58,10122075232750,187.300003051758,19.7399997711182
10.73,10122075232750,194.100006103516,17.9500007629395
10.88,10122075232750,201.800003051758,15.4700002670288
11.03,10122075232750,189.800003051758,19.0900001525879
11.26,10122075232750,190.699996948242,17.4699993133545
11.34,10122075232750,194.5,17.3799991607666
11.57,10122075232750,188.100006103516,20.1800003051758
11.72,10122075232750,187,18.4599990844727
11.8,10122075232750,194.100006103516,18.8099994659424
11.88,10122075232750,184.899993896484,20.0100002288818
12.03,10122075232750,186.199996948242,19.9300003051758
12.26,10122075232750,186.199996948242,21.0400009155273
12.34,10122075232750,192.300003051758,19.4599990844727
12.42,10122075232750,191.5,20.4099998474121
12.49,10122075232750,195.600006103516,19.0900001525879
12.57,10122075232750,194.5,20.2800006866455
12.72,10122075232750,197.300003051758,18.3600006103516
12.87,10122075232750,195.600006103516,19.0499992370605
13.02,10122075232750,195.100006103516,18.9099998474121
13.25,10122075232750,197.100006103516,18.1900005340576
13.4,10122075232750,200.5,15.2299995422363
13.55,10122075232750,192.300003051758,19.1299991607666
13.7,10122075232750,197.100006103516,16.6399993896484
13.86,10122075232750,188.399993896484,18.8099994659424
14.01,10122075232750,194.600006103516,19.9899997711182
14.24,10122075232750,195.100006103516,21.2399997711182
14.39,10122075232750,198.300003051758,21.6700000762939
14.54,10122075232750,200.899993896484,21.6100006103516
14.77,10122075232750,194,21.5400009155273
14.84,10122075232750,195.300003051758,20.1200008392334
15.07,10122075232750,192.899993896484,20.4799995422363
15.22,10122075232750,191.199996948242,20.7299995422363
15.37,10122075232750,195.899993896484,18.1299991607666
15.6,10122075232750,197.800003051758,19.4300003051758
15.75,10122075232750,199.100006103516,17.6499996185303
15.9,10122075232750,204.5,17.3799991607666
16.05,10122075232750,201.600006103516,16.9300003051758
16.13,10122075232750,154.899993896484,12.3199996948242
16.21,10122075232750,127.599998474121,9.94999980926514
16.44,10122075232750,64.1999969482422,12.6999998092651
16.52,10122075232750,37.5,15.0900001525879
16.67,10122075232750,38.4000015258789,14.8800001144409
16.82,10122075232750,65.5999984741211,28.0499992370605
16.9,10122075232750,26.2999992370605,45.4300003051758
